Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
 2082    2.082   1290.3    726.0  7.150e-04  6.412e-02  0.0000  8.30e-09
 2083    2.083   1289.8    725.8  7.152e-04  6.408e-02  0.0000  8.29e-09
 2084    2.084   1289.3    725.6  7.154e-04  6.405e-02  0.0000  8.27e-09
 2085    2.085   1288.8    725.4  7.156e-04  6.401e-02  0.0000  8.25e-09
 2086    2.086   1288.3    725.3  7.157e-04  6.397e-02  0.0000  8.24e-09
 2087    2.087   1287.8    725.1  7.159e-04  6.393e-02  0.0000  8.22e-09
 2088    2.088   1287.3    724.9  7.161e-04  6.389e-02  0.0000  8.21e-09
 2089    2.089   1286.9    724.8  7.163e-04  6.385e-02  0.0000  8.19e-09
 2090    2.090   1286.4    724.6  7.165e-04  6.381e-02  0.0000  8.18e-09
 2091    2.091   1285.9    724.4  7.166e-04  6.377e-02  0.0000  8.16e-09
 2092    2.092   1285.4    724.3  7.168e-04  6.373e-02  0.0000  8.15e-09
 2093    2.093   1284.9    724.1  7.170e-04  6.369e-02  0.0000  8.13e-09
 2094    2.094   1284.4    723.9  7.172e-04  6.365e-02  0.0000  8.11e-09
 2095    2.095   1284.0    723.7  7.174e-04  6.362e-02  0.0000  8.10e-09
 2096    2.096   1283.5    723.6  7.176e-04  6.358e-02  0.0000  8.08e-09
 2097    2.097   1283.0    723.4  7.177e-04  6.354e-02  0.0000  8.07e-09
 2098    2.098   1282.5    723.2  7.179e-04  6.350e-02  0.0000  8.05e-09
 2099    2.099   1282.1    723.1  7.181e-04  6.346e-02  0.0000  8.04e-09
 2100    2.100   1281.6    722.9  7.183e-04  6.342e-02  0.0000  8.02e-09
 2101    2.101   1281.1    722.7  7.185e-04  6.338e-02  0.0000  8.01e-09
 2102    2.102   1280.6    722.6  7.186e-04  6.335e-02  0.0000  8.00e-09
 2103    2.103   1280.1    722.4  7.188e-04  6.331e-02  0.0000  7.98e-09
 2104    2.104   1279.7    722.2  7.190e-04  6.327e-02  0.0000  7.97e-09
 2105    2.105   1279.2    722.1  7.192e-04  6.323e-02  0.0000  7.95e-09
 2106    2.106   1278.7    721.9  7.194e-04  6.319e-02  0.0000  7.94e-09
 2107    2.107   1278.2    721.7  7.195e-04  6.316e-02  0.0000  7.92e-09
 2108    2.108   1277.8    721.6  7.197e-04  6.312e-02  0.0000  7.91e-09
 2109    2.109   1277.3    721.4  7.199e-04  6.308e-02  0.0000  7.89e-09
 2110    2.110   1276.8    721.2  7.201e-04  6.304e-02  0.0000  7.88e-09
 2111    2.111   1276.3    721.1  7.203e-04  6.300e-02  0.0000  7.86e-09
 2112    2.112   1275.9    720.9  7.205e-04  6.297e-02  0.0000  7.85e-09
 2113    2.113   1275.4    720.7  7.206e-04  6.293e-02  0.0000  7.84e-09
 2114    2.114   1274.9    720.6  7.208e-04  6.289e-02  0.0000  7.82e-09
 2115    2.115   1274.5    720.4  7.210e-04  6.285e-02  0.0000  7.81e-09
 2116    2.116   1274.0    720.2  7.212e-04  6.282e-02  0.0000  7.79e-09
 2117    2.117   1273.5    720.1  7.214e-04  6.278e-02  0.0000  7.78e-09
 2118    2.118   1273.1    719.9  7.215e-04  6.274e-02  0.0000  7.77e-09
 2119    2.119   1272.6    719.7  7.217e-04  6.270e-02  0.0000  7.75e-09
 2120    2.120   1272.1    719.6  7.219e-04  6.267e-02  0.0000  7.74e-09
 2121    2.121   1271.7    719.4  7.221e-04  6.263e-02  0.0000  7.73e-09
 2122    2.122   1271.2    719.2  7.223e-04  6.259e-02  0.0000  7.71e-09
 2123    2.123   1270.7    719.1  7.224e-04  6.256e-02  0.0000  7.70e-09
 2124    2.124   1270.3    718.9  7.226e-04  6.252e-02  0.0000  7.68e-09
 2125    2.125   1269.8    718.7  7.228e-04  6.248e-02  0.0000  7.67e-09
 2126    2.126   1269.3    718.6  7.230e-04  6.245e-02  0.0000  7.66e-09
 2127    2.127   1268.9    718.4  7.232e-04  6.241e-02  0.0000  7.64e-09
 2128    2.128   1268.4    718.3  7.233e-04  6.237e-02  0.0000  7.63e-09
 2129    2.129   1267.9    718.1  7.235e-04  6.234e-02  0.0000  7.62e-09
 2130    2.130   1267.5    717.9  7.237e-04  6.230e-02  0.0000  7.60e-09
 2131    2.131   1267.0    717.8  7.239e-04  6.226e-02  0.0000  7.59e-09
 2132    2.132   1266.6    717.6  7.240e-04  6.223e-02  0.0000  7.58e-09
 2133    2.133   1266.1    717.4  7.242e-04  6.219e-02  0.0000  7.56e-09
 2134    2.134   1265.6    717.3  7.244e-04  6.215e-02  0.0000  7.55e-09
 2135    2.135   1265.2    717.1  7.246e-04  6.212e-02  0.0000  7.54e-09
 2136    2.136   1264.7    717.0  7.248e-04  6.208e-02  0.0000  7.52e-09
 2137    2.137   1264.3    716.8  7.249e-04  6.204e-02  0.0000  7.51e-09
 2138    2.138   1263.8    716.6  7.251e-04  6.201e-02  0.0000  7.50e-09
 2139    2.139   1263.3    716.5  7.253e-04  6.197e-02  0.0000  7.49e-09
 2140    2.140   1262.9    716.3  7.255e-04  6.194e-02  0.0000  7.47e-09
 2141    2.141   1262.4    716.1  7.257e-04  6.190e-02  0.0000  7.46e-09
 2142    2.142   1262.0    716.0  7.258e-04  6.186e-02  0.0000  7.45e-09
 2143    2.143   1261.5    715.8  7.260e-04  6.183e-02  0.0000  7.43e-09
 2144    2.144   1261.1    715.7  7.262e-04  6.179e-02  0.0000  7.42e-09
 2145    2.145   1260.6    715.5  7.264e-04  6.176e-02  0.0000  7.41e-09
 2146    2.146   1260.1    715.3  7.265e-04  6.172e-02  0.0000  7.40e-09
 2147    2.147   1259.7    715.2  7.267e-04  6.169e-02  0.0000  7.38e-09
 2148    2.148   1259.2    715.0  7.269e-04  6.165e-02  0.0000  7.37e-09
 2149    2.149   1258.8    714.9  7.271e-04  6.161e-02  0.0000  7.36e-09
 2150    2.150   1258.3    714.7  7.273e-04  6.158e-02  0.0000  7.35e-09
 2151    2.151   1257.9    714.5  7.274e-04  6.154e-02  0.0000  7.33e-09
 2152    2.152   1257.4    714.4  7.276e-04  6.151e-02  0.0000  7.32e-09
 2153    2.153   1257.0    714.2  7.278e-04  6.147e-02  0.0000  7.31e-09
 2154    2.154   1256.5    714.1  7.280e-04  6.144e-02  0.0000  7.30e-09
 2155    2.155   1256.1    713.9  7.282e-04  6.140e-02  0.0000  7.29e-09
 2156    2.156   1255.6    713.7  7.283e-04  6.137e-02  0.0000  7.27e-09
 2157    2.157   1255.2    713.6  7.285e-04  6.133e-02  0.0000  7.26e-09
 2158    2.158   1254.7    713.4  7.287e-04  6.130e-02  0.0000  7.25e-09
 2159    2.159   1254.3    713.3  7.289e-04  6.126e-02  0.0000  7.24e-09
 2160    2.160   1253.8    713.1  7.290e-04  6.123e-02  0.0000  7.23e-09
 2161    2.161   1253.4    713.0  7.292e-04  6.119e-02  0.0000  7.21e-09
 2162    2.162   1252.9    712.8  7.294e-04  6.116e-02  0.0000  7.20e-09
 2163    2.163   1252.5    712.6  7.296e-04  6.112e-02  0.0000  7.19e-09
 2164    2.164   1252.1    712.5  7.297e-04  6.109e-02  0.0000  7.18e-09
 2165    2.165   1251.6    712.3  7.299e-04  6.105e-02  0.0000  7.17e-09
 2166    2.166   1251.2    712.2  7.301e-04  6.102e-02  0.0000  7.15e-09
 2167    2.167   1250.7    712.0  7.303e-04  6.098e-02  0.0000  7.14e-09
 2168    2.168   1250.3    711.9  7.305e-04  6.095e-02  0.0000  7.13e-09
 2169    2.169   1249.8    711.7  7.306e-04  6.091e-02  0.0000  7.12e-09
 2170    2.170   1249.4    711.5  7.308e-04  6.088e-02  0.0000  7.11e-09
 2171    2.171   1249.0    711.4  7.310e-04  6.085e-02  0.0000  7.10e-09
 2172    2.172   1248.5    711.2  7.312e-04  6.081e-02  0.0000  7.08e-09
 2173    2.173   1248.1    711.1  7.313e-04  6.078e-02  0.0000  7.07e-09
 2174    2.174   1247.6    710.9  7.315e-04  6.074e-02  0.0000  7.06e-09
 2175    2.175   1247.2    710.8  7.317e-04  6.071e-02  0.0000  7.05e-09
 2176    2.176   1246.8    710.6  7.319e-04  6.067e-02  0.0000  7.04e-09
 2177    2.177   1246.3    710.5  7.320e-04  6.064e-02  0.0000  7.03e-09
 2178    2.178   1245.9    710.3  7.322e-04  6.061e-02  0.0000  7.02e-09
 2179    2.179   1245.4    710.1  7.324e-04  6.057e-02  0.0000  7.00e-09
 2180    2.180   1245.0    710.0  7.326e-04  6.054e-02  0.0000  6.99e-09
 2181    2.181   1244.6    709.8  7.327e-04  6.050e-02  0.0000  6.98e-09
 2182    2.182   1244.1    709.7  7.329e-04  6.047e-02  0.0000  6.97e-09
 2183    2.183   1243.7    709.5  7.331e-04  6.044e-02  0.0000  6.96e-09
 2184    2.184   1243.3    709.4  7.333e-04  6.040e-02  0.0000  6.95e-09
 2185    2.185   1242.8    709.2  7.335e-04  6.037e-02  0.0000  6.94e-09
 2186    2.186   1242.4    709.1  7.336e-04  6.034e-02  0.0000  6.93e-09
 2187    2.187   1241.9    708.9  7.338e-04  6.030e-02  0.0000  6.92e-09
 2188    2.188   1241.5    708.8  7.340e-04  6.027e-02  0.0000  6.91e-09
 2189    2.189   1241.1    708.6  7.342e-04  6.024e-02  0.0000  6.89e-09
 2190    2.190   1240.7    708.5  7.343e-04  6.020e-02  0.0000  6.88e-09
 2191    2.191   1240.2    708.3  7.345e-04  6.017e-02  0.0000  6.87e-09
 2192    2.192   1239.8    708.1  7.347e-04  6.013e-02  0.0000  6.86e-09
 2193    2.193   1239.4    708.0  7.349e-04  6.010e-02  0.0000  6.85e-09
 2194    2.194   1238.9    707.8  7.350e-04  6.007e-02  0.0000  6.84e-09
 2195    2.195   1238.5    707.7  7.352e-04  6.003e-02  0.0000  6.83e-09
 2196    2.196   1238.1    707.5  7.354e-04  6.000e-02  0.0000  6.82e-09
 2197    2.197   1237.6    707.4  7.356e-04  5.997e-02  0.0000  6.81e-09
 2198    2.198   1237.2    707.2  7.357e-04  5.994e-02  0.0000  6.80e-09
 2199    2.199   1236.8    707.1  7.359e-04  5.990e-02  0.0000  6.79e-09
 2200    2.200   1236.3    706.9  7.361e-04  5.987e-02  0.0000  6.78e-09
 2201    2.201   1235.9    706.8  7.363e-04  5.984e-02  0.0000  6.77e-09
 2202    2.202   1235.5    706.6  7.364e-04  5.980e-02  0.0000  6.76e-09
 2203    2.203   1235.1    706.5  7.366e-04  5.977e-02  0.0000  6.74e-09
 2204    2.204   1234.6    706.3  7.368e-04  5.974e-02  0.0000  6.73e-09
 2205    2.205   1234.2    706.2  7.370e-04  5.971e-02  0.0000  6.72e-09
 2206    2.206   1233.8    706.0  7.371e-04  5.967e-02  0.0000  6.71e-09
 2207    2.207   1233.4    705.9  7.373e-04  5.964e-02  0.0000  6.70e-09
 2208    2.208   1232.9    705.7  7.375e-04  5.961e-02  0.0000  6.69e-09
 2209    2.209   1232.5    705.6  7.377e-04  5.957e-02  0.0000  6.68e-09
 2210    2.210   1232.1    705.4  7.378e-04  5.954e-02  0.0000  6.67e-09
 2211    2.211   1231.7    705.3  7.380e-04  5.951e-02  0.0000  6.66e-09
 2212    2.212   1231.2    705.1  7.382e-04  5.948e-02  0.0000  6.65e-09
 2213    2.213   1230.8    705.0  7.384e-04  5.944e-02  0.0000  6.64e-09
 2214    2.214   1230.4    704.8  7.385e-04  5.941e-02  0.0000  6.63e-09
 2215    2.215   1230.0    704.7  7.387e-04  5.938e-02  0.0000  6.62e-09
 2216    2.216   1229.6    704.5  7.389e-04  5.935e-02  0.0000  6.61e-09
 2217    2.217   1229.1    704.4  7.390e-04  5.932e-02  0.0000  6.60e-09
 2218    2.218   1228.7    704.2  7.392e-04  5.928e-02  0.0000  6.59e-09
 2219    2.219   1228.3    704.1  7.394e-04  5.925e-02  0.0000  6.58e-09
 2220    2.220   1227.9    703.9  7.396e-04  5.922e-02  0.0000  6.57e-09
 2221    2.221   1227.5    703.8  7.397e-04  5.919e-02  0.0000  6.56e-09
 2222    2.222   1227.1    703.6  7.399e-04  5.915e-02  0.0000  6.55e-09
 2223    2.223   1226.6    703.5  7.401e-04  5.912e-02  0.0000  6.54e-09
 2224    2.224   1226.2    703.3  7.403e-04  5.909e-02  0.0000  6.53e-09
 2225    2.225   1225.8    703.2  7.404e-04  5.906e-02  0.0000  6.52e-09
 2226    2.226   1225.4    703.0  7.406e-04  5.903e-02  0.0000  6.51e-09
 2227    2.227   1225.0    702.9  7.408e-04  5.900e-02  0.0000  6.50e-09
 2228    2.228   1224.6    702.7  7.410e-04  5.896e-02  0.0000  6.49e-09
 2229    2.229   1224.1    702.6  7.411e-04  5.893e-02  0.0000  6.48e-09
 2230    2.230   1223.7    702.5  7.413e-04  5.890e-02  0.0000  6.47e-09
 2231    2.231   1223.3    702.3  7.415e-04  5.887e-02  0.0000  6.46e-09
 2232    2.232   1222.9    702.2  7.416e-04  5.884e-02  0.0000  6.46e-09
 2233    2.233   1222.5    702.0  7.418e-04  5.881e-02  0.0000  6.45e-09
 2234    2.234   1222.1    701.9  7.420e-04  5.877e-02  0.0000  6.44e-09
 2235    2.235   1221.7    701.7  7.422e-04  5.874e-02  0.0000  6.43e-09
 2236    2.236   1221.2    701.6  7.423e-04  5.871e-02  0.0000  6.42e-09
 2237    2.237   1220.8    701.4  7.425e-04  5.868e-02  0.0000  6.41e-09
 2238    2.238   1220.4    701.3  7.427e-04  5.865e-02  0.0000  6.40e-09
 2239    2.239   1220.0    701.1  7.429e-04  5.862e-02  0.0000  6.39e-09
 2240    2.240   1219.6    701.0  7.430e-04  5.859e-02  0.0000  6.38e-09
 2241    2.241   1219.2    700.8  7.432e-04  5.855e-02  0.0000  6.37e-09
 2242    2.242   1218.8    700.7  7.434e-04  5.852e-02  0.0000  6.36e-09
 2243    2.243   1218.4    700.6  7.435e-04  5.849e-02  0.0000  6.35e-09
 2244    2.244   1218.0    700.4  7.437e-04  5.846e-02  0.0000  6.34e-09
 2245    2.245   1217.6    700.3  7.439e-04  5.843e-02  0.0000  6.33e-09
 2246    2.246   1217.2    700.1  7.441e-04  5.840e-02  0.0000  6.32e-09
 2247    2.247   1216.7    700.0  7.442e-04  5.837e-02  0.0000  6.31e-09
 2248    2.248   1216.3    699.8  7.444e-04  5.834e-02  0.0000  6.31e-09
 2249    2.249   1215.9    699.7  7.446e-04  5.831e-02  0.0000  6.30e-09
 2250    2.250   1215.5    699.5  7.448e-04  5.827e-02  0.0000  6.29e-09
 2251    2.251   1215.1    699.4  7.449e-04  5.824e-02  0.0000  6.28e-09
 2252    2.252   1214.7    699.3  7.451e-04  5.821e-02  0.0000  6.27e-09
 2253    2.253   1214.3    699.1  7.453e-04  5.818e-02  0.0000  6.26e-09
 2254    2.254   1213.9    699.0  7.454e-04  5.815e-02  0.0000  6.25e-09
 2255    2.255   1213.5    698.8  7.456e-04  5.812e-02  0.0000  6.24e-09
 2256    2.256   1213.1    698.7  7.458e-04  5.809e-02  0.0000  6.23e-09
 2257    2.257   1212.7    698.5  7.460e-04  5.806e-02  0.0000  6.22e-09
 2258    2.258   1212.3    698.4  7.461e-04  5.803e-02  0.0000  6.22e-09
 2259    2.259   1211.9    698.2  7.463e-04  5.800e-02  0.0000  6.21e-09
 2260    2.260   1211.5    698.1  7.465e-04  5.797e-02  0.0000  6.20e-09
 2261    2.261   1211.1    698.0  7.466e-04  5.794e-02  0.0000  6.19e-09
 2262    2.262   1210.7    697.8  7.468e-04  5.791e-02  0.0000  6.18e-09
 2263    2.263   1210.3    697.7  7.470e-04  5.788e-02  0.0000  6.17e-09
 2264    2.264   1209.9    697.5  7.472e-04  5.785e-02  0.0000  6.16e-09
 2265    2.265   1209.5    697.4  7.473e-04  5.782e-02  0.0000  6.15e-09
 2266    2.266   1209.1    697.2  7.475e-04  5.779e-02  0.0000  6.15e-09
 2267    2.267   1208.7    697.1  7.477e-04  5.776e-02  0.0000  6.14e-09
 2268    2.268   1208.3    697.0  7.478e-04  5.773e-02  0.0000  6.13e-09
 2269    2.269   1207.9    696.8  7.480e-04  5.770e-02  0.0000  6.12e-09
 2270    2.270   1207.5    696.7  7.482e-04  5.767e-02  0.0000  6.11e-09
 2271    2.271   1207.1    696.5  7.484e-04  5.764e-02  0.0000  6.10e-09
 2272    2.272   1206.7    696.4  7.485e-04  5.761e-02  0.0000  6.09e-09
 2273    2.273   1206.3    696.3  7.487e-04  5.758e-02  0.0000  6.09e-09
 2274    2.274   1205.9    696.1  7.489e-04  5.755e-02  0.0000  6.08e-09
 2275    2.275   1205.5    696.0  7.490e-04  5.752e-02  0.0000  6.07e-09
 2276    2.276   1205.1    695.8  7.492e-04  5.749e-02  0.0000  6.06e-09
 2277    2.277   1204.7    695.7  7.494e-04  5.746e-02  0.0000  6.05e-09
 2278    2.278   1204.3    695.5  7.495e-04  5.743e-02  0.0000  6.04e-09
 2279    2.279   1203.9    695.4  7.497e-04  5.740e-02  0.0000  6.03e-09
 2280    2.280   1203.6    695.3  7.499e-04  5.737e-02  0.0000  6.03e-09
 2281    2.281   1203.2    695.1  7.501e-04  5.734e-02  0.0000  6.02e-09
 2282    2.282   1202.8    695.0  7.502e-04  5.731e-02  0.0000  6.01e-09
 2283    2.283   1202.4    694.8  7.504e-04  5.728e-02  0.0000  6.00e-09
 2284    2.284   1202.0    694.7  7.506e-04  5.725e-02  0.0000  5.99e-09
 2285    2.285   1201.6    694.6  7.507e-04  5.722e-02  0.0000  5.98e-09
 2286    2.286   1201.2    694.4  7.509e-04  5.719e-02  0.0000  5.98e-09
 2287    2.287   1200.8    694.3  7.511e-04  5.716e-02  0.0000  5.97e-09
 2288    2.288   1200.4    694.1  7.512e-04  5.713e-02  0.0000  5.96e-09
 2289    2.289   1200.0    694.0  7.514e-04  5.710e-02  0.0000  5.95e-09
 2290    2.290   1199.6    693.9  7.516e-04  5.707e-02  0.0000  5.94e-09
 2291    2.291   1199.3    693.7  7.518e-04  5.704e-02  0.0000  5.94e-09
 2292    2.292   1198.9    693.6  7.519e-04  5.701e-02  0.0000  5.93e-09
 2293    2.293   1198.5    693.5  7.521e-04  5.698e-02  0.0000  5.92e-09
 2294    2.294   1198.1    693.3  7.523e-04  5.695e-02  0.0000  5.91e-09
 2295    2.295   1197.7    693.2  7.524e-04  5.692e-02  0.0000  5.90e-09
 2296    2.296   1197.3    693.0  7.526e-04  5.690e-02  0.0000  5.89e-09
 2297    2.297   1196.9    692.9  7.528e-04  5.687e-02  0.0000  5.89e-09
 2298    2.298   1196.6    692.8  7.529e-04  5.684e-02  0.0000  5.88e-09
 2299    2.299   1196.2    692.6  7.531e-04  5.681e-02  0.0000  5.87e-09
 2300    2.300   1195.8    692.5  7.533e-04  5.678e-02  0.0000  5.86e-09
 2301    2.301   1195.4    692.3  7.535e-04  5.675e-02  0.0000  5.86e-09
 2302    2.302   1195.0    692.2  7.536e-04  5.672e-02  0.0000  5.85e-09
 2303    2.303   1194.6    692.1  7.538e-04  5.669e-02  0.0000  5.84e-09
 2304    2.304   1194.2    691.9  7.540e-04  5.666e-02  0.0000  5.83e-09
 2305    2.305   1193.9    691.8  7.541e-04  5.663e-02  0.0000  5.82e-09
 2306    2.306   1193.5    691.7  7.543e-04  5.661e-02  0.0000  5.82e-09
 2307    2.307   1193.1    691.5  7.545e-04  5.658e-02  0.0000  5.81e-09
 2308    2.308   1192.7    691.4  7.546e-04  5.655e-02  0.0000  5.80e-09
 2309    2.309   1192.3    691.2  7.548e-04  5.652e-02  0.0000  5.79e-09
 2310    2.310   1192.0    691.1  7.550e-04  5.649e-02  0.0000  5.78e-09
 2311    2.311   1191.6    691.0  7.551e-04  5.646e-02  0.0000  5.78e-09
 2312    2.312   1191.2    690.8  7.553e-04  5.643e-02  0.0000  5.77e-09
 2313    2.313   1190.8    690.7  7.555e-04  5.640e-02  0.0000  5.76e-09
 2314    2.314   1190.4    690.6  7.556e-04  5.638e-02  0.0000  5.75e-09
 2315    2.315   1190.1    690.4  7.558e-04  5.635e-02  0.0000  5.75e-09
 2316    2.316   1189.7    690.3  7.560e-04  5.632e-02  0.0000  5.74e-09
 2317    2.317   1189.3    690.2  7.562e-04  5.629e-02  0.0000  5.73e-09
 2318    2.318   1188.9    690.0  7.563e-04  5.626e-02  0.0000  5.72e-09
 2319    2.319   1188.5    689.9  7.565e-04  5.623e-02  0.0000  5.72e-09
 2320    2.320   1188.2    689.8  7.567e-04  5.621e-02  0.0000  5.71e-09
 2321    2.321   1187.8    689.6  7.568e-04  5.618e-02  0.0000  5.70e-09
 2322    2.322   1187.4    689.5  7.570e-04  5.615e-02  0.0000  5.69e-09
 2323    2.323   1187.0    689.3  7.572e-04  5.612e-02  0.0000  5.69e-09
 2324    2.324   1186.7    689.2  7.573e-04  5.609e-02  0.0000  5.68e-09
 2325    2.325   1186.3    689.1  7.575e-04  5.606e-02  0.0000  5.67e-09
 2326    2.326   1185.9    688.9  7.577e-04  5.604e-02  0.0000  5.66e-09
 2327    2.327   1185.5    688.8  7.578e-04  5.601e-02  0.0000  5.66e-09
 2328    2.328   1185.2    688.7  7.580e-04  5.598e-02  0.0000  5.65e-09
 2329    2.329   1184.8    688.5  7.582e-04  5.595e-02  0.0000  5.64e-09
 2330    2.330   1184.4    688.4  7.583e-04  5.592e-02  0.0000  5.63e-09
 2331    2.331   1184.0    688.3  7.585e-04  5.590e-02  0.0000  5.63e-09
 2332    2.332   1183.7    688.1  7.587e-04  5.587e-02  0.0000  5.62e-09
 2333    2.333   1183.3    688.0  7.588e-04  5.584e-02  0.0000  5.61e-09
 2334    2.334   1182.9    687.9  7.590e-04  5.581e-02  0.0000  5.60e-09
 2335    2.335   1182.6    687.7  7.592e-04  5.578e-02  0.0000  5.60e-09
 2336    2.336   1182.2    687.6  7.593e-04  5.576e-02  0.0000  5.59e-09
 2337    2.337   1181.8    687.5  7.595e-04  5.573e-02  0.0000  5.58e-09
 2338    2.338   1181.4    687.3  7.597e-04  5.570e-02  0.0000  5.58e-09
 2339    2.339   1181.1    687.2  7.598e-04  5.567e-02  0.0000  5.57e-09
 2340    2.340   1180.7    687.1  7.600e-04  5.564e-02  0.0000  5.56e-09
 2341    2.341   1180.3    686.9  7.602e-04  5.562e-02  0.0000  5.55e-09
 2342    2.342   1180.0    686.8  7.603e-04  5.559e-02  0.0000  5.55e-09
 2343    2.343   1179.6    686.7  7.605e-04  5.556e-02  0.0000  5.54e-09
 2344    2.344   1179.2    686.5  7.607e-04  5.553e-02  0.0000  5.53e-09
 2345    2.345   1178.9    686.4  7.608e-04  5.551e-02  0.0000  5.53e-09
 2346    2.346   1178.5    686.3  7.610e-04  5.548e-02  0.0000  5.52e-09
 2347    2.347   1178.1    686.1  7.612e-04  5.545e-02  0.0000  5.51e-09
 2348    2.348   1177.8    686.0  7.613e-04  5.542e-02  0.0000  5.50e-09
 2349    2.349   1177.4    685.9  7.615e-04  5.540e-02  0.0000  5.50e-09
 2350    2.350   1177.0    685.7  7.617e-04  5.537e-02  0.0000  5.49e-09
 2351    2.351   1176.7    685.6  7.618e-04  5.534e-02  0.0000  5.48e-09
 2352    2.352   1176.3    685.5  7.620e-04  5.531e-02  0.0000  5.48e-09
 2353    2.353   1175.9    685.3  7.622e-04  5.529e-02  0.0000  5.47e-09
 2354    2.354   1175.6    685.2  7.623e-04  5.526e-02  0.0000  5.46e-09
 2355    2.355   1175.2    685.1  7.625e-04  5.523e-02  0.0000  5.45e-09
 2356    2.356   1174.8    684.9  7.627e-04  5.520e-02  0.0000  5.45e-09
 2357    2.357   1174.5    684.8  7.628e-04  5.518e-02  0.0000  5.44e-09
 2358    2.358   1174.1    684.7  7.630e-04  5.515e-02  0.0000  5.43e-09
 2359    2.359   1173.7    684.6  7.632e-04  5.512e-02  0.0000  5.43e-09
 2360    2.360   1173.4    684.4  7.633e-04  5.510e-02  0.0000  5.42e-09
 2361    2.361   1173.0    684.3  7.635e-04  5.507e-02  0.0000  5.41e-09
 2362    2.362   1172.7    684.2  7.637e-04  5.504e-02  0.0000  5.41e-09
 2363    2.363   1172.3    684.0  7.638e-04  5.502e-02  0.0000  5.40e-09
 2364    2.364   1171.9    683.9  7.640e-04  5.499e-02  0.0000  5.39e-09
 2365    2.365   1171.6    683.8  7.642e-04  5.496e-02  0.0000  5.39e-09
 2366    2.366   1171.2    683.6  7.643e-04  5.493e-02  0.0000  5.38e-09
 2367    2.367   1170.9    683.5  7.645e-04  5.491e-02  0.0000  5.37e-09
 2368    2.368   1170.5    683.4  7.647e-04  5.488e-02  0.0000  5.37e-09
 2369    2.369   1170.1    683.2  7.648e-04  5.485e-02  0.0000  5.36e-09
 2370    2.370   1169.8    683.1  7.650e-04  5.483e-02  0.0000  5.35e-09
 2371    2.371   1169.4    683.0  7.652e-04  5.480e-02  0.0000  5.35e-09
 2372    2.372   1169.1    682.9  7.653e-04  5.477e-02  0.0000  5.34e-09
 2373    2.373   1168.7    682.7  7.655e-04  5.475e-02  0.0000  5.33e-09
 2374    2.374   1168.3    682.6  7.657e-04  5.472e-02  0.0000  5.33e-09
 2375    2.375   1168.0    682.5  7.658e-04  5.469e-02  0.0000  5.32e-09
 2376    2.376   1167.6    682.3  7.660e-04  5.467e-02  0.0000  5.31e-09
 2377    2.377   1167.3    682.2  7.662e-04  5.464e-02  0.0000  5.31e-09
 2378    2.378   1166.9    682.1  7.663e-04  5.461e-02  0.0000  5.30e-09
 2379    2.379   1166.6    682.0  7.665e-04  5.459e-02  0.0000  5.29e-09
 2380    2.380   1166.2    681.8  7.667e-04  5.456e-02  0.0000  5.29e-09
 2381    2.381   1165.9    681.7  7.668e-04  5.453e-02  0.0000  5.28e-09
 2382    2.382   1165.5    681.6  7.670e-04  5.451e-02  0.0000  5.27e-09
 2383    2.383   1165.1    681.4  7.671e-04  5.448e-02  0.0000  5.27e-09
 2384    2.384   1164.8    681.3  7.673e-04  5.445e-02  0.0000  5.26e-09
 2385    2.385   1164.4    681.2  7.675e-04  5.443e-02  0.0000  5.25e-09
 2386    2.386   1164.1    681.1  7.676e-04  5.440e-02  0.0000  5.25e-09
 2387    2.387   1163.7    680.9  7.678e-04  5.438e-02  0.0000  5.24e-09
 2388    2.388   1163.4    680.8  7.680e-04  5.435e-02  0.0000  5.23e-09
 2389    2.389   1163.0    680.7  7.681e-04  5.432e-02  0.0000  5.23e-09
 2390    2.390   1162.7    680.5  7.683e-04  5.430e-02  0.0000  5.22e-09
 2391    2.391   1162.3    680.4  7.685e-04  5.427e-02  0.0000  5.22e-09
 2392    2.392   1162.0    680.3  7.686e-04  5.424e-02  0.0000  5.21e-09
 2393    2.393   1161.6    680.2  7.688e-04  5.422e-02  0.0000  5.20e-09
 2394    2.394   1161.3    680.0  7.690e-04  5.419e-02  0.0000  5.20e-09
 2395    2.395   1160.9    679.9  7.691e-04  5.417e-02  0.0000  5.19e-09
 2396    2.396   1160.6    679.8  7.693e-04  5.414e-02  0.0000  5.18e-09
 2397    2.397   1160.2    679.6  7.694e-04  5.411e-02  0.0000  5.18e-09
 2398    2.398   1159.9    679.5  7.696e-04  5.409e-02  0.0000  5.17e-09
 2399    2.399   1159.5    679.4  7.698e-04  5.406e-02  0.0000  5.16e-09
 2400    2.400   1159.2    679.3  7.699e-04  5.404e-02  0.0000  5.16e-09
 2401    2.401   1158.8    679.1  7.701e-04  5.401e-02  0.0000  5.15e-09
 2402    2.402   1158.5    679.0  7.703e-04  5.398e-02  0.0000  5.15e-09
 2403    2.403   1158.1    678.9  7.704e-04  5.396e-02  0.0000  5.14e-09
