Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s] iter  Tmax[K]  Tvent[K]  Pchamber[kPa]  Pfield[Pa]  Uvent[m/s]  K2CO3[kg]  meanYfu  SMAX
 1757    1.757    1    932.1    860.7       103.76       3.63  6.878e+01  7.439e-05  0.8464  2.18e-08
 1758    1.758    1    932.0    860.7       103.76       3.63  6.877e+01  7.443e-05  0.8463  2.18e-08
 1759    1.759    1    932.0    860.6       103.76       3.63  6.877e+01  7.447e-05  0.8463  2.18e-08
 1760    1.760    1    932.0    860.6       103.76       3.63  6.877e+01  7.451e-05  0.8462  2.18e-08
   >> t=1.760 s | 2-D flow: m_gen=+2.56e-04 m_vent=+2.45e-04 kg/s/m (Pfield=3.6 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.76 kPa
 1761    1.761    1    932.0    860.5       103.76       3.63  6.876e+01  7.455e-05  0.8461  2.18e-08
 1762    1.762    1    932.0    860.5       103.76       3.63  6.876e+01  7.458e-05  0.8460  2.18e-08
 1763    1.763    1    931.9    860.4       103.76       3.63  6.876e+01  7.462e-05  0.8459  2.18e-08
 1764    1.764    1    931.9    860.4       103.76       3.63  6.875e+01  7.466e-05  0.8458  2.18e-08
 1765    1.765    1    931.9    860.4       103.76       3.63  6.875e+01  7.470e-05  0.8458  2.18e-08
 1766    1.766    1    931.9    860.3       103.76       3.63  6.875e+01  7.474e-05  0.8457  2.18e-08
 1767    1.767    1    931.9    860.3       103.76       3.63  6.874e+01  7.478e-05  0.8456  2.18e-08
 1768    1.768    1    931.8    860.2       103.76       3.63  6.874e+01  7.482e-05  0.8455  2.18e-08
 1769    1.769    1    931.8    860.2       103.76       3.64  6.874e+01  7.486e-05  0.8454  2.18e-08
 1770    1.770    1    931.8    860.1       103.76       3.64  6.873e+01  7.489e-05  0.8453  2.18e-08
 1771    1.771    1    931.8    860.1       103.76       3.64  6.873e+01  7.493e-05  0.8453  2.19e-08
 1772    1.772    1    931.7    860.1       103.76       3.64  6.873e+01  7.497e-05  0.8452  2.19e-08
 1773    1.773    1    931.7    860.0       103.76       3.64  6.872e+01  7.501e-05  0.8451  2.19e-08
 1774    1.774    1    931.7    860.0       103.76       3.64  6.872e+01  7.505e-05  0.8450  2.19e-08
 1775    1.775    1    931.7    859.9       103.76       3.64  6.872e+01  7.509e-05  0.8449  2.19e-08
 1776    1.776    1    931.7    859.9       103.76       3.64  6.871e+01  7.513e-05  0.8448  2.19e-08
 1777    1.777    1    931.6    859.8       103.76       3.64  6.871e+01  7.517e-05  0.8448  2.19e-08
 1778    1.778    1    931.6    859.8       103.76       3.64  6.871e+01  7.521e-05  0.8447  2.19e-08
 1779    1.779    1    931.6    859.8       103.76       3.64  6.870e+01  7.524e-05  0.8446  2.19e-08
 1780    1.780    1    931.6    859.7       103.76       3.64  6.870e+01  7.528e-05  0.8445  2.19e-08
 1781    1.781    1    931.5    859.7       103.76       3.64  6.870e+01  7.532e-05  0.8444  2.19e-08
 1782    1.782    1    931.5    859.6       103.76       3.64  6.869e+01  7.536e-05  0.8443  2.19e-08
 1783    1.783    1    931.5    859.6       103.76       3.64  6.869e+01  7.540e-05  0.8442  2.19e-08
 1784    1.784    1    931.5    859.5       103.76       3.64  6.869e+01  7.544e-05  0.8442  2.19e-08
 1785    1.785    1    931.5    859.5       103.76       3.64  6.868e+01  7.548e-05  0.8441  2.19e-08
 1786    1.786    1    931.4    859.5       103.76       3.64  6.868e+01  7.552e-05  0.8440  2.19e-08
 1787    1.787    1    931.4    859.4       103.76       3.64  6.868e+01  7.555e-05  0.8439  2.19e-08
 1788    1.788    1    931.4    859.4       103.76       3.65  6.867e+01  7.559e-05  0.8438  2.19e-08
 1789    1.789    1    931.4    859.3       103.76       3.65  6.867e+01  7.563e-05  0.8437  2.19e-08
 1790    1.790    1    931.3    859.3       103.75       3.65  6.867e+01  7.567e-05  0.8437  2.19e-08
 1791    1.791    1    931.3    859.2       103.75       3.65  6.866e+01  7.571e-05  0.8436  2.19e-08
 1792    1.792    1    931.3    859.2       103.75       3.65  6.866e+01  7.575e-05  0.8435  2.19e-08
 1793    1.793    1    931.3    859.2       103.75       3.65  6.866e+01  7.579e-05  0.8434  2.19e-08
 1794    1.794    1    931.3    859.1       103.75       3.65  6.865e+01  7.583e-05  0.8433  2.19e-08
 1795    1.795    1    931.2    859.1       103.75       3.65  6.865e+01  7.587e-05  0.8432  2.19e-08
 1796    1.796    1    931.2    859.0       103.75       3.65  6.865e+01  7.590e-05  0.8432  2.19e-08
 1797    1.797    1    931.2    859.0       103.75       3.65  6.864e+01  7.594e-05  0.8431  2.19e-08
 1798    1.798    1    931.2    858.9       103.75       3.65  6.864e+01  7.598e-05  0.8430  2.19e-08
 1799    1.799    1    931.1    858.9       103.75       3.65  6.864e+01  7.602e-05  0.8429  2.19e-08
 1800    1.800    1    931.1    858.9       103.75       3.65  6.863e+01  7.606e-05  0.8428  2.19e-08
   >> t=1.800 s | 2-D flow: m_gen=+2.57e-04 m_vent=+2.46e-04 kg/s/m (Pfield=3.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.75 kPa
 1801    1.801    1    931.1    858.8       103.75       3.65  6.863e+01  7.610e-05  0.8427  2.19e-08
 1802    1.802    1    931.1    858.8       103.75       3.65  6.863e+01  7.614e-05  0.8427  2.19e-08
 1803    1.803    1    931.1    858.7       103.75       3.65  6.862e+01  7.618e-05  0.8426  2.19e-08
 1804    1.804    1    931.0    858.7       103.75       3.65  6.862e+01  7.622e-05  0.8425  2.19e-08
 1805    1.805    1    931.0    858.7       103.75       3.65  6.862e+01  7.625e-05  0.8424  2.19e-08
 1806    1.806    1    931.0    858.6       103.75       3.65  6.861e+01  7.629e-05  0.8423  2.19e-08
 1807    1.807    1    931.0    858.6       103.75       3.66  6.861e+01  7.633e-05  0.8422  2.19e-08
 1808    1.808    1    930.9    858.5       103.75       3.66  6.861e+01  7.637e-05  0.8422  2.19e-08
 1809    1.809    1    930.9    858.5       103.75       3.66  6.860e+01  7.641e-05  0.8421  2.19e-08
 1810    1.810    1    930.9    858.4       103.75       3.66  6.860e+01  7.645e-05  0.8420  2.19e-08
 1811    1.811    1    930.9    858.4       103.75       3.66  6.860e+01  7.649e-05  0.8419  2.19e-08
 1812    1.812    1    930.9    858.4       103.75       3.66  6.859e+01  7.653e-05  0.8418  2.19e-08
 1813    1.813    1    930.8    858.3       103.75       3.66  6.859e+01  7.657e-05  0.8417  2.19e-08
 1814    1.814    1    930.8    858.3       103.75       3.66  6.859e+01  7.660e-05  0.8417  2.19e-08
 1815    1.815    1    930.8    858.2       103.75       3.66  6.858e+01  7.664e-05  0.8416  2.19e-08
 1816    1.816    1    930.8    858.2       103.75       3.66  6.858e+01  7.668e-05  0.8415  2.19e-08
 1817    1.817    1    930.7    858.2       103.75       3.66  6.858e+01  7.672e-05  0.8414  2.19e-08
 1818    1.818    1    930.7    858.1       103.75       3.66  6.857e+01  7.676e-05  0.8413  2.19e-08
 1819    1.819    1    930.7    858.1       103.75       3.66  6.857e+01  7.680e-05  0.8412  2.19e-08
 1820    1.820    1    930.7    858.0       103.75       3.66  6.857e+01  7.684e-05  0.8412  2.19e-08
 1821    1.821    1    930.7    858.0       103.75       3.66  6.856e+01  7.688e-05  0.8411  2.19e-08
 1822    1.822    1    930.6    857.9       103.75       3.66  6.856e+01  7.692e-05  0.8410  2.19e-08
 1823    1.823    1    930.6    857.9       103.75       3.66  6.856e+01  7.696e-05  0.8409  2.19e-08
 1824    1.824    1    930.6    857.9       103.75       3.66  6.855e+01  7.699e-05  0.8408  2.19e-08
 1825    1.825    1    930.6    857.8       103.75       3.67  6.855e+01  7.703e-05  0.8407  2.20e-08
 1826    1.826    1    930.5    857.8       103.75       3.67  6.855e+01  7.707e-05  0.8407  2.20e-08
 1827    1.827    1    930.5    857.7       103.75       3.67  6.854e+01  7.711e-05  0.8406  2.20e-08
 1828    1.828    1    930.5    857.7       103.75       3.67  6.854e+01  7.715e-05  0.8405  2.20e-08
 1829    1.829    1    930.5    857.7       103.75       3.67  6.854e+01  7.719e-05  0.8404  2.20e-08
 1830    1.830    1    930.5    857.6       103.75       3.67  6.853e+01  7.723e-05  0.8403  2.20e-08
 1831    1.831    1    930.4    857.6       103.75       3.67  6.853e+01  7.727e-05  0.8402  2.20e-08
 1832    1.832    1    930.4    857.5       103.75       3.67  6.853e+01  7.731e-05  0.8402  2.20e-08
 1833    1.833    1    930.4    857.5       103.75       3.67  6.852e+01  7.735e-05  0.8401  2.20e-08
 1834    1.834    1    930.4    857.4       103.75       3.67  6.852e+01  7.738e-05  0.8400  2.20e-08
 1835    1.835    1    930.4    857.4       103.75       3.67  6.852e+01  7.742e-05  0.8399  2.20e-08
 1836    1.836    1    930.4    857.4       103.75       3.67  6.852e+01  7.746e-05  0.8398  2.20e-08
 1837    1.837    1    930.4    857.3       103.75       3.67  6.851e+01  7.750e-05  0.8397  2.20e-08
 1838    1.838    1    930.4    857.3       103.75       3.67  6.851e+01  7.754e-05  0.8397  2.20e-08
 1839    1.839    1    930.4    857.2       103.75       3.67  6.851e+01  7.758e-05  0.8396  2.20e-08
 1840    1.840    1    930.4    857.2       103.75       3.67  6.850e+01  7.762e-05  0.8395  2.20e-08
   >> t=1.840 s | 2-D flow: m_gen=+2.57e-04 m_vent=+2.46e-04 kg/s/m (Pfield=3.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.75 kPa
 1841    1.841    1    930.4    857.2       103.75       3.67  6.850e+01  7.766e-05  0.8394  2.20e-08
 1842    1.842    1    930.4    857.1       103.75       3.67  6.850e+01  7.770e-05  0.8393  2.20e-08
 1843    1.843    1    930.4    857.1       103.75       3.67  6.849e+01  7.774e-05  0.8392  2.20e-08
 1844    1.844    1    930.4    857.0       103.75       3.68  6.849e+01  7.778e-05  0.8392  2.20e-08
 1845    1.845    1    930.4    857.0       103.75       3.68  6.849e+01  7.781e-05  0.8391  2.20e-08
 1846    1.846    1    930.4    857.0       103.75       3.68  6.848e+01  7.785e-05  0.8390  2.20e-08
 1847    1.847    1    930.4    856.9       103.75       3.68  6.848e+01  7.789e-05  0.8389  2.20e-08
 1848    1.848    1    930.4    856.9       103.75       3.68  6.848e+01  7.793e-05  0.8388  2.20e-08
 1849    1.849    1    930.4    856.8       103.75       3.68  6.847e+01  7.797e-05  0.8387  2.20e-08
 1850    1.850    1    930.4    856.8       103.75       3.68  6.847e+01  7.801e-05  0.8386  2.20e-08
 1851    1.851    1    930.4    856.7       103.75       3.68  6.847e+01  7.805e-05  0.8386  2.20e-08
 1852    1.852    1    930.4    856.7       103.75       3.68  6.846e+01  7.809e-05  0.8385  2.20e-08
 1853    1.853    1    930.4    856.7       103.75       3.68  6.846e+01  7.813e-05  0.8384  2.20e-08
 1854    1.854    1    930.4    856.6       103.75       3.68  6.846e+01  7.817e-05  0.8383  2.20e-08
 1855    1.855    1    930.4    856.6       103.75       3.68  6.845e+01  7.821e-05  0.8382  2.20e-08
 1856    1.856    1    930.4    856.5       103.75       3.68  6.845e+01  7.825e-05  0.8381  2.21e-08
 1857    1.857    1    930.4    856.5       103.75       3.68  6.845e+01  7.828e-05  0.8381  2.21e-08
 1858    1.858    1    930.4    856.5       103.75       3.68  6.844e+01  7.832e-05  0.8380  2.21e-08
 1859    1.859    1    930.4    856.4       103.75       3.68  6.844e+01  7.836e-05  0.8379  2.21e-08
 1860    1.860    1    930.4    856.4       103.75       3.68  6.844e+01  7.840e-05  0.8378  2.21e-08
 1861    1.861    1    930.4    856.3       103.75       3.68  6.843e+01  7.844e-05  0.8377  2.21e-08
 1862    1.862    1    930.4    856.3       103.75       3.69  6.843e+01  7.848e-05  0.8376  2.21e-08
 1863    1.863    1    930.4    856.3       103.75       3.69  6.843e+01  7.852e-05  0.8376  2.21e-08
 1864    1.864    1    930.4    856.2       103.75       3.69  6.843e+01  7.856e-05  0.8375  2.21e-08
 1865    1.865    1    930.4    856.2       103.75       3.69  6.842e+01  7.860e-05  0.8374  2.21e-08
 1866    1.866    1    930.4    856.1       103.74       3.69  6.842e+01  7.864e-05  0.8373  2.21e-08
 1867    1.867    1    930.4    856.1       103.74       3.69  6.842e+01  7.868e-05  0.8372  2.21e-08
 1868    1.868    1    930.4    856.1       103.74       3.69  6.841e+01  7.872e-05  0.8371  2.21e-08
 1869    1.869    1    930.4    856.0       103.74       3.69  6.841e+01  7.876e-05  0.8371  2.21e-08
 1870    1.870    1    930.4    856.0       103.74       3.69  6.841e+01  7.880e-05  0.8370  2.21e-08
 1871    1.871    1    930.4    855.9       103.74       3.69  6.840e+01  7.883e-05  0.8369  2.21e-08
 1872    1.872    1    930.4    855.9       103.74       3.69  6.840e+01  7.887e-05  0.8368  2.21e-08
 1873    1.873    1    930.4    855.9       103.74       3.69  6.840e+01  7.891e-05  0.8367  2.21e-08
 1874    1.874    1    930.4    855.8       103.74       3.69  6.839e+01  7.895e-05  0.8366  2.21e-08
 1875    1.875    1    930.4    855.8       103.74       3.69  6.839e+01  7.899e-05  0.8365  2.21e-08
 1876    1.876    1    930.4    855.7       103.74       3.69  6.839e+01  7.903e-05  0.8365  2.21e-08
 1877    1.877    1    930.4    855.7       103.74       3.69  6.838e+01  7.907e-05  0.8364  2.21e-08
 1878    1.878    1    930.4    855.6       103.74       3.69  6.838e+01  7.911e-05  0.8363  2.22e-08
 1879    1.879    1    930.4    855.6       103.74       3.69  6.838e+01  7.915e-05  0.8362  2.22e-08
 1880    1.880    1    930.4    855.6       103.74       3.69  6.837e+01  7.919e-05  0.8361  2.22e-08
   >> t=1.880 s | 2-D flow: m_gen=+2.59e-04 m_vent=+2.48e-04 kg/s/m (Pfield=3.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.74 kPa
 1881    1.881    1    930.4    855.5       103.74       3.70  6.837e+01  7.923e-05  0.8360  2.22e-08
 1882    1.882    1    930.4    855.5       103.74       3.70  6.837e+01  7.927e-05  0.8360  2.22e-08
 1883    1.883    1    930.4    855.4       103.74       3.70  6.836e+01  7.931e-05  0.8359  2.22e-08
 1884    1.884    1    930.4    855.4       103.74       3.70  6.836e+01  7.935e-05  0.8358  2.22e-08
 1885    1.885    1    930.4    855.4       103.74       3.70  6.836e+01  7.939e-05  0.8357  2.22e-08
 1886    1.886    1    930.4    855.3       103.74       3.70  6.836e+01  7.943e-05  0.8356  2.22e-08
 1887    1.887    1    930.4    855.3       103.74       3.70  6.835e+01  7.947e-05  0.8355  2.22e-08
 1888    1.888    1    930.4    855.2       103.74       3.70  6.835e+01  7.950e-05  0.8355  2.22e-08
 1889    1.889    1    930.4    855.2       103.74       3.70  6.835e+01  7.954e-05  0.8354  2.22e-08
 1890    1.890    1    930.4    855.2       103.74       3.70  6.834e+01  7.958e-05  0.8353  2.22e-08
 1891    1.891    1    930.4    855.1       103.74       3.70  6.834e+01  7.962e-05  0.8352  2.22e-08
 1892    1.892    1    930.4    855.1       103.74       3.70  6.834e+01  7.966e-05  0.8351  2.22e-08
 1893    1.893    1    930.4    855.0       103.74       3.70  6.833e+01  7.970e-05  0.8350  2.22e-08
 1894    1.894    1    930.4    855.0       103.74       3.70  6.833e+01  7.974e-05  0.8349  2.22e-08
 1895    1.895    1    930.4    855.0       103.74       3.70  6.833e+01  7.978e-05  0.8349  2.22e-08
 1896    1.896    1    930.4    854.9       103.74       3.70  6.832e+01  7.982e-05  0.8348  2.22e-08
 1897    1.897    1    930.4    854.9       103.74       3.70  6.832e+01  7.986e-05  0.8347  2.23e-08
 1898    1.898    1    930.4    854.8       103.74       3.70  6.832e+01  7.990e-05  0.8346  2.23e-08
 1899    1.899    1    930.4    854.8       103.74       3.71  6.831e+01  7.994e-05  0.8345  2.23e-08
 1900    1.900    1    930.4    854.8       103.74       3.71  6.831e+01  7.998e-05  0.8344  2.23e-08
 1901    1.901    1    930.4    854.7       103.74       3.71  6.831e+01  8.002e-05  0.8344  2.23e-08
 1902    1.902    1    930.4    854.7       103.74       3.71  6.830e+01  8.006e-05  0.8343  2.23e-08
 1903    1.903    1    930.3    854.6       103.74       3.71  6.830e+01  8.010e-05  0.8342  2.23e-08
 1904    1.904    1    930.3    854.6       103.74       3.71  6.830e+01  8.014e-05  0.8341  2.23e-08
 1905    1.905    1    930.3    854.6       103.74       3.71  6.830e+01  8.018e-05  0.8340  2.23e-08
 1906    1.906    1    930.3    854.5       103.74       3.71  6.829e+01  8.022e-05  0.8339  2.23e-08
 1907    1.907    1    930.3    854.5       103.74       3.71  6.829e+01  8.026e-05  0.8338  2.23e-08
 1908    1.908    1    930.3    854.4       103.74       3.71  6.829e+01  8.030e-05  0.8338  2.23e-08
 1909    1.909    1    930.3    854.4       103.74       3.71  6.828e+01  8.034e-05  0.8337  2.23e-08
 1910    1.910    1    930.3    854.4       103.74       3.71  6.828e+01  8.038e-05  0.8336  2.23e-08
 1911    1.911    1    930.3    854.3       103.74       3.71  6.828e+01  8.042e-05  0.8335  2.23e-08
 1912    1.912    1    930.3    854.3       103.74       3.71  6.827e+01  8.046e-05  0.8334  2.23e-08
 1913    1.913    1    930.3    854.2       103.74       3.71  6.827e+01  8.049e-05  0.8333  2.24e-08
 1914    1.914    1    930.3    854.2       103.74       3.71  6.827e+01  8.053e-05  0.8332  2.24e-08
 1915    1.915    1    930.3    854.2       103.74       3.71  6.826e+01  8.057e-05  0.8332  2.24e-08
 1916    1.916    1    930.3    854.1       103.74       3.71  6.826e+01  8.061e-05  0.8331  2.24e-08
 1917    1.917    1    930.3    854.1       103.74       3.72  6.826e+01  8.065e-05  0.8330  2.24e-08
 1918    1.918    1    930.3    854.0       103.74       3.72  6.825e+01  8.069e-05  0.8329  2.24e-08
 1919    1.919    1    930.3    854.0       103.74       3.72  6.825e+01  8.073e-05  0.8328  2.24e-08
 1920    1.920    1    930.3    854.0       103.74       3.72  6.825e+01  8.077e-05  0.8327  2.24e-08
   >> t=1.920 s | 2-D flow: m_gen=+2.61e-04 m_vent=+2.50e-04 kg/s/m (Pfield=3.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.74 kPa
 1921    1.921    1    930.3    853.9       103.74       3.72  6.825e+01  8.081e-05  0.8327  2.24e-08
 1922    1.922    1    930.3    853.9       103.74       3.72  6.824e+01  8.085e-05  0.8326  2.24e-08
 1923    1.923    1    930.3    853.8       103.74       3.72  6.824e+01  8.089e-05  0.8325  2.24e-08
 1924    1.924    1    930.3    853.8       103.74       3.72  6.824e+01  8.093e-05  0.8324  2.24e-08
 1925    1.925    1    930.3    853.8       103.74       3.72  6.823e+01  8.097e-05  0.8323  2.24e-08
 1926    1.926    1    930.3    853.7       103.74       3.72  6.823e+01  8.101e-05  0.8322  2.24e-08
 1927    1.927    1    930.3    853.7       103.74       3.72  6.823e+01  8.105e-05  0.8321  2.25e-08
 1928    1.928    1    930.3    853.6       103.74       3.72  6.822e+01  8.109e-05  0.8321  2.25e-08
 1929    1.929    1    930.3    853.6       103.74       3.72  6.822e+01  8.113e-05  0.8320  2.25e-08
 1930    1.930    1    930.2    853.6       103.74       3.72  6.822e+01  8.117e-05  0.8319  2.25e-08
 1931    1.931    1    930.2    853.5       103.74       3.72  6.821e+01  8.121e-05  0.8318  2.25e-08
 1932    1.932    1    930.2    853.5       103.74       3.72  6.821e+01  8.125e-05  0.8317  2.25e-08
 1933    1.933    1    930.2    853.4       103.74       3.72  6.821e+01  8.129e-05  0.8316  2.25e-08
 1934    1.934    1    930.2    853.4       103.74       3.72  6.820e+01  8.133e-05  0.8315  2.25e-08
 1935    1.935    1    930.2    853.4       103.74       3.72  6.820e+01  8.137e-05  0.8315  2.25e-08
 1936    1.936    1    930.2    853.3       103.74       3.73  6.820e+01  8.141e-05  0.8314  2.25e-08
 1937    1.937    1    930.2    853.3       103.74       3.73  6.820e+01  8.145e-05  0.8313  2.25e-08
 1938    1.938    1    930.2    853.2       103.74       3.73  6.819e+01  8.149e-05  0.8312  2.25e-08
 1939    1.939    1    930.2    853.2       103.74       3.73  6.819e+01  8.153e-05  0.8311  2.25e-08
 1940    1.940    1    930.2    853.2       103.74       3.73  6.819e+01  8.157e-05  0.8310  2.25e-08
 1941    1.941    1    930.2    853.1       103.74       3.73  6.818e+01  8.161e-05  0.8309  2.26e-08
 1942    1.942    1    930.2    853.1       103.74       3.73  6.818e+01  8.165e-05  0.8309  2.26e-08
 1943    1.943    1    930.2    853.0       103.74       3.73  6.818e+01  8.169e-05  0.8308  2.26e-08
 1944    1.944    1    930.2    853.0       103.74       3.73  6.817e+01  8.173e-05  0.8307  2.26e-08
 1945    1.945    1    930.2    853.0       103.73       3.73  6.817e+01  8.177e-05  0.8306  2.26e-08
 1946    1.946    1    930.2    852.9       103.73       3.73  6.817e+01  8.181e-05  0.8305  2.26e-08
 1947    1.947    1    930.2    852.9       103.73       3.73  6.816e+01  8.185e-05  0.8304  2.26e-08
 1948    1.948    1    930.1    852.8       103.73       3.73  6.816e+01  8.189e-05  0.8303  2.26e-08
 1949    1.949    1    930.1    852.8       103.73       3.73  6.816e+01  8.193e-05  0.8303  2.26e-08
 1950    1.950    1    930.1    852.8       103.73       3.73  6.816e+01  8.197e-05  0.8302  2.26e-08
 1951    1.951    1    930.1    852.7       103.73       3.73  6.815e+01  8.201e-05  0.8301  2.26e-08
 1952    1.952    1    930.1    852.7       103.73       3.73  6.815e+01  8.205e-05  0.8300  2.26e-08
 1953    1.953    1    930.1    852.6       103.73       3.73  6.815e+01  8.209e-05  0.8299  2.26e-08
 1954    1.954    1    930.1    852.6       103.73       3.74  6.814e+01  8.213e-05  0.8298  2.26e-08
 1955    1.955    1    930.1    852.6       103.73       3.74  6.814e+01  8.217e-05  0.8297  2.27e-08
 1956    1.956    1    930.1    852.5       103.73       3.74  6.814e+01  8.221e-05  0.8296  2.27e-08
 1957    1.957    1    930.1    852.5       103.73       3.74  6.813e+01  8.225e-05  0.8296  2.27e-08
 1958    1.958    1    930.1    852.5       103.73       3.74  6.813e+01  8.229e-05  0.8295  2.27e-08
 1959    1.959    1    930.1    852.4       103.73       3.74  6.813e+01  8.233e-05  0.8294  2.27e-08
 1960    1.960    1    930.1    852.4       103.73       3.74  6.812e+01  8.237e-05  0.8293  2.27e-08
   >> t=1.960 s | 2-D flow: m_gen=+2.64e-04 m_vent=+2.52e-04 kg/s/m (Pfield=3.7 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.73 kPa
 1961    1.961    1    930.0    852.3       103.73       3.74  6.812e+01  8.241e-05  0.8292  2.27e-08
 1962    1.962    1    930.0    852.3       103.73       3.74  6.812e+01  8.245e-05  0.8291  2.27e-08
 1963    1.963    1    930.0    852.3       103.73       3.74  6.812e+01  8.249e-05  0.8290  2.27e-08
 1964    1.964    1    930.0    852.2       103.73       3.74  6.811e+01  8.253e-05  0.8290  2.27e-08
 1965    1.965    1    930.0    852.2       103.73       3.74  6.811e+01  8.257e-05  0.8289  2.27e-08
 1966    1.966    1    930.0    852.1       103.73       3.74  6.811e+01  8.261e-05  0.8288  2.27e-08
 1967    1.967    1    930.0    852.1       103.73       3.74  6.810e+01  8.265e-05  0.8287  2.27e-08
 1968    1.968    1    930.0    852.1       103.73       3.74  6.810e+01  8.269e-05  0.8286  2.28e-08
 1969    1.969    1    930.0    852.0       103.73       3.74  6.810e+01  8.273e-05  0.8285  2.28e-08
 1970    1.970    1    930.0    852.0       103.73       3.74  6.809e+01  8.277e-05  0.8284  2.28e-08
 1971    1.971    1    930.0    851.9       103.73       3.74  6.809e+01  8.281e-05  0.8283  2.28e-08
 1972    1.972    1    930.0    851.9       103.73       3.75  6.809e+01  8.285e-05  0.8283  2.28e-08
 1973    1.973    1    929.9    851.9       103.73       3.75  6.808e+01  8.289e-05  0.8282  2.28e-08
 1974    1.974    1    929.9    851.8       103.73       3.75  6.808e+01  8.293e-05  0.8281  2.28e-08
 1975    1.975    1    929.9    851.8       103.73       3.75  6.808e+01  8.297e-05  0.8280  2.28e-08
 1976    1.976    1    929.9    851.7       103.73       3.75  6.808e+01  8.301e-05  0.8279  2.28e-08
 1977    1.977    1    929.9    851.7       103.73       3.75  6.807e+01  8.305e-05  0.8278  2.28e-08
 1978    1.978    1    929.9    851.7       103.73       3.75  6.807e+01  8.310e-05  0.8277  2.28e-08
 1979    1.979    1    929.9    851.6       103.73       3.75  6.807e+01  8.314e-05  0.8277  2.28e-08
 1980    1.980    1    929.9    851.6       103.73       3.75  6.806e+01  8.318e-05  0.8276  2.28e-08
 1981    1.981    1    929.9    851.6       103.73       3.75  6.806e+01  8.322e-05  0.8275  2.29e-08
 1982    1.982    1    929.9    851.5       103.73       3.75  6.806e+01  8.326e-05  0.8274  2.29e-08
 1983    1.983    1    929.8    851.5       103.73       3.75  6.805e+01  8.330e-05  0.8273  2.29e-08
 1984    1.984    1    929.8    851.4       103.73       3.75  6.805e+01  8.334e-05  0.8272  2.29e-08
 1985    1.985    1    929.8    851.4       103.73       3.75  6.805e+01  8.338e-05  0.8271  2.29e-08
 1986    1.986    1    929.8    851.4       103.73       3.75  6.805e+01  8.342e-05  0.8270  2.29e-08
 1987    1.987    1    929.8    851.3       103.73       3.75  6.804e+01  8.346e-05  0.8270  2.29e-08
 1988    1.988    1    929.8    851.3       103.73       3.75  6.804e+01  8.350e-05  0.8269  2.29e-08
 1989    1.989    1    929.8    851.2       103.73       3.76  6.804e+01  8.354e-05  0.8268  2.29e-08
 1990    1.990    1    929.8    851.2       103.73       3.76  6.803e+01  8.358e-05  0.8267  2.29e-08
 1991    1.991    1    929.8    851.2       103.73       3.76  6.803e+01  8.362e-05  0.8266  2.29e-08
 1992    1.992    1    929.8    851.1       103.73       3.76  6.803e+01  8.366e-05  0.8265  2.29e-08
 1993    1.993    1    929.7    851.1       103.73       3.76  6.802e+01  8.370e-05  0.8264  2.29e-08
 1994    1.994    1    929.7    851.1       103.73       3.76  6.802e+01  8.374e-05  0.8263  2.29e-08
 1995    1.995    1    929.7    851.0       103.73       3.76  6.802e+01  8.378e-05  0.8263  2.30e-08
 1996    1.996    1    929.7    851.0       103.73       3.76  6.802e+01  8.382e-05  0.8262  2.30e-08
 1997    1.997    1    929.7    850.9       103.73       3.76  6.801e+01  8.386e-05  0.8261  2.30e-08
 1998    1.998    1    929.7    850.9       103.73       3.76  6.801e+01  8.390e-05  0.8260  2.30e-08
 1999    1.999    1    929.7    850.9       103.73       3.76  6.801e+01  8.394e-05  0.8259  2.30e-08
 2000    2.000    1    929.7    850.8       103.73       3.76  6.800e+01  8.398e-05  0.8258  2.30e-08
   >> t=2.000 s | 2-D flow: m_gen=+2.67e-04 m_vent=+2.55e-04 kg/s/m (Pfield=3.8 Pa) | chamber: Mdot_gen=+3.61e-01 mdot_vent=+3.61e-01 kg/s/m -> dP=+2.73 kPa
 2001    2.001    1    929.6    850.8       103.73       3.76  6.800e+01  8.402e-05  0.8257  2.30e-08
 2002    2.002    1    929.6    850.7       103.73       3.76  6.800e+01  8.406e-05  0.8256  2.30e-08
 2003    2.003    1    929.6    850.7       103.73       3.76  6.799e+01  8.410e-05  0.8256  2.30e-08
 2004    2.004    1    929.6    850.7       103.73       3.76  6.799e+01  8.414e-05  0.8255  2.30e-08
 2005    2.005    1    929.6    850.6       103.73       3.76  6.799e+01  8.419e-05  0.8254  2.30e-08
 2006    2.006    1    929.6    850.6       103.73       3.76  6.799e+01  8.423e-05  0.8253  2.30e-08
